Number,Transaction
20028,<font color="Black">[28-Jan-14 9:41:20 AM] - Successfully loaded Blue Jackets lines done with STHS Client - 2.2.3.3</font>
20029,<font color="Black">[28-Jan-14 9:41:21 AM] - Successfully loaded Wild lines done with STHS Client - 2.2.3.3</font>
20030,<font color="Black">[28-Jan-14 9:41:21 AM] - Successfully loaded Islanders lines done with STHS Client - 2.2.3.3</font>
20031,<font color="Black">[28-Jan-14 9:41:22 AM] - Matt Fraser of Senators was sent to pro.</font>
20032,[28-Jan-14 9:41:22 AM] - Jaden Schwartz of Senators was sent to farm.
20033,<font color="Black">[28-Jan-14 9:41:22 AM] - Successfully loaded Senators lines done with STHS Client - 2.2.3.3</font>
20034,[28-Jan-14 9:41:22 AM] - Philip Larsen of Flyers was sent to farm.
20035,<font color="Black">[28-Jan-14 9:41:22 AM] - Successfully loaded Flyers lines done with STHS Client - 2.2.3.3</font>
20036,<font color="Black">[28-Jan-14 9:41:22 AM] - Successfully loaded Coyotes lines done with STHS Client - 2.2.3.3</font>
20037,<font color="#0080C0">[28-Jan-14 9:41:25 AM] - Penguins sent Andrew Alberts to waiver.</font>
20038,[28-Jan-14 9:41:26 AM] - Andrew Alberts of Penguins was sent to farm.
20039,[28-Jan-14 9:41:28 AM] - Mark Cundari of Penguins was sent to farm.
20040,[28-Jan-14 9:41:28 AM] - Tanner Pearson of Penguins was sent to farm.
20041,<font color="Black">[28-Jan-14 9:41:28 AM] - Successfully loaded Penguins lines done with STHS Client - 2.2.3.3</font>
20042,<font color="Black">[28-Jan-14 9:41:29 AM] - Successfully loaded Canucks lines done with STHS Client - 2.2.3.3</font>
20043,<font color="#0080C0">[28-Jan-14 9:41:35 AM] - Brian Gibbons was removed from waiver.</font>
20044,<font color="#0080C0">[28-Jan-14 9:41:37 AM] - Spencer Abbott was removed from waiver.</font>
20045,<font color="#FF8000">[28-Jan-14 9:43:31 AM] - Mats Zuccarello was added to Canadiens.</font>
20046,[28-Jan-14 9:43:52 AM] - Mats Zuccarello average salary was modify from $525-000 to $1-150-000.
20047,<font color="#0080C0">[28-Jan-14 9:43:57 AM] - Canadiens sent Mats Zuccarello to waiver.</font>
20048,[28-Jan-14 9:43:58 AM] - Mats Zuccarello of Canadiens was sent to farm.
20049,[28-Jan-14 9:45:30 AM] - Blue Jackets are expected to be under the minimum salary cap by $115-000!
20050,[28-Jan-14 9:45:30 AM] - Capitals roster errors : Not enough Defenseman available in Pro Team! 4 Dressed. 6 Required.
Not enough Players available in Pro Team! 15 Dressed. 18 Required.
Some errors will be automatically fixed.

20051,<font color="Black">[28-Jan-14 9:45:30 AM] - Auto Roster Partial Function has been run for Capitals.</font>
20052,<font color="Black">[28-Jan-14 9:45:30 AM] - Auto Lines Partial Function has been run for Capitals.</font>
20053,<font color="Red">[28-Jan-14 9:45:34 AM] - Game 598 - Pierre-Marc Bouchard from Flyers is injured  (Head) and is out for 3 weeks.</font>
20054,[28-Jan-14 9:45:35 AM] - Last 7 Days Pro Star : 1 - Claude Giroux of Blues (3-3-6) / 2 - Anze Kopitar of Flyers (2-3-5) / 3 - Pierre-Alexandre Parenteau of Red Wings (4-0-4)
20055,[28-Jan-14 9:45:35 AM] - Last 7 Days Farm Star : 1 - Cristopher Nilstorp of Whale (0.981) / 2 - Mike Brodeur of Bulldogs (0.981) / 3 - Matthew Corrente of Crunch (0-4-4)
20056,[28-Jan-14 9:45:35 AM] - Checkers lines for next game are empty. Current rosters/lines are not erased.
20057,[28-Jan-14 9:45:35 AM] - IceHogs lines for next game are empty. Current rosters/lines are not erased.
20058,[28-Jan-14 9:45:35 AM] - Bulldogs lines for next game are empty. Current rosters/lines are not erased.
20059,[28-Jan-14 9:45:35 AM] - Sound Tigers lines for next game are empty. Current rosters/lines are not erased.
20060,[28-Jan-14 9:45:35 AM] - Senators lines for next game are empty. Current rosters/lines are not erased.
20061,[28-Jan-14 9:45:35 AM] - Senators lines for next game are empty. Current rosters/lines are not erased.
20062,[28-Jan-14 9:45:35 AM] - Canucks lines for next game are empty. Current rosters/lines are not erased.
20063,[28-Jan-14 9:45:35 AM] - Wolves lines for next game are empty. Current rosters/lines are not erased.
20064,<font color="Red">[28-Jan-14 9:45:35 AM] - Bruno Gervais from Canucks is back from Sprained Left Ankle Injury.</font>
20065,<font color="Red">[28-Jan-14 9:45:35 AM] - Brad Richardson from Coyotes is back from Strained Right Elbow Injury.</font>
20066,<font color="Red">[28-Jan-14 9:45:35 AM] - Milan Michalek from Flames is back from Lacerated Left Calf Injury.</font>
20067,<font color="Red">[28-Jan-14 9:45:35 AM] - Cody Franson from Penguins is back from Strained Right Knee Injury.</font>
20068,[28-Jan-14 9:45:36 AM] - Current fund for Jets is under $0.
20069,[28-Jan-14 9:45:36 AM] - Blue Jackets are expected to be under the minimum salary cap by $115-000!
20070,[28-Jan-14 9:45:36 AM] - Flames are expected to be over the salary cap by $509-167!
20071,[28-Jan-14 9:45:39 AM] - Flames are expected to be over the salary cap by $509-167!
20072,[28-Jan-14 9:45:41 AM] - Blue Jackets are expected to be under the minimum salary cap by $115-000!
20073,[28-Jan-14 9:45:42 AM] - Current fund for Canucks is under $0.
20074,[28-Jan-14 9:46:02 AM] - Blue Jackets are expected to be under the minimum salary cap by $115-000!
20075,[28-Jan-14 9:46:04 AM] - Blue Jackets are expected to be under the minimum salary cap by $115-000!
20076,[28-Jan-14 9:46:04 AM] - Blue Jackets are expected to be under the minimum salary cap by $115-000!
20077,[28-Jan-14 9:46:11 AM] - Flames are expected to be over the salary cap by $509-167!
20078,[28-Jan-14 9:46:12 AM] - Flames are expected to be over the salary cap by $509-167!
20079,[28-Jan-14 9:46:12 AM] - Flames are expected to be over the salary cap by $509-167!
20080,<font color="#FF8000">[28-Jan-14 9:47:25 AM] - Jason Pominville was added to Senators.</font>
20081,<font color="#FF8000">[28-Jan-14 9:47:25 AM] - T.J. Oshie was added to Senators.</font>
20082,<font color="#FF8000">[28-Jan-14 9:47:25 AM] - Brandon Prust was added to Senators.</font>
20083,<font color="#FF8000">[28-Jan-14 9:47:25 AM] - Vincent Lecavalier was added to Rangers.</font>
20084,<font color="#FF8000">[28-Jan-14 9:47:25 AM] - Steve Sullivan was added to Rangers.</font>
20085,<font color="#FF8000">[28-Jan-14 9:47:25 AM] - Ryan Strome was added to Rangers.</font>
20086,<font color="#FF8000">[28-Jan-14 9:47:25 AM] - Nathan Beaulieu was added to Rangers.</font>
20087,<font color="#FF8000">[28-Jan-14 9:47:28 AM] - TRADE : From Rangers to Senators : Jason Pominville (74)- T.J. Oshie (68)- Brandon Prust (64)- Y:2015-RND:3-OTT.</font>
20088,<font color="#FF8000">[28-Jan-14 9:47:28 AM] - TRADE : From Senators to Rangers : Vincent Lecavalier (72)- Steve Sullivan (65)- Ryan Strome (51)- Nathan Beaulieu (56).</font>
20089,<font color="#FF8000">[28-Jan-14 9:47:47 AM] - Martin St. Pierre was added to Flyers.</font>
20090,<font color="#FF8000">[28-Jan-14 9:47:48 AM] - TRADE : From Flyers to Oilers : $5-000-000.</font>
20091,<font color="#FF8000">[28-Jan-14 9:47:48 AM] - TRADE : From Oilers to Flyers : Martin St. Pierre (56).</font>
20092,<font color="#FF8000">[28-Jan-14 9:48:31 AM] - Brian Elliott was added to Senators.</font>
20093,<font color="#FF8000">[28-Jan-14 9:48:31 AM] - Jonas Gustavsson was added to Coyotes.</font>
20094,<font color="#FF8000">[28-Jan-14 9:48:32 AM] - TRADE : From Coyotes to Senators : Brian Elliott (77).</font>
20095,<font color="#FF8000">[28-Jan-14 9:48:32 AM] - TRADE : From Senators to Coyotes : Jonas Gustavsson (70)- Joseph Blandisi (P)- Y:2014-RND:4-MIN- Y:2016-RND:2-OTT.</font>
20096,<font color="#0080C0">[28-Jan-14 9:49:01 AM] - Mats Zuccarello was removed from waiver.</font>
20097,[28-Jan-14 9:49:08 AM] - Blue Jackets are expected to be under the minimum salary cap by $115-000!
20098,[28-Jan-14 9:49:08 AM] - Flames are expected to be over the salary cap by $509-167!
20099,[28-Jan-14 9:49:09 AM] - Current fund for Jets is under $0.
20100,[28-Jan-14 9:49:12 AM] - Flames are expected to be over the salary cap by $509-167!
20101,[28-Jan-14 9:49:13 AM] - Blue Jackets are expected to be under the minimum salary cap by $115-000!
20102,[28-Jan-14 9:49:14 AM] - Current fund for Canucks is under $0.
20103,<font color="#0080C0">[28-Jan-14 10:30:58 PM] - Andrew Alberts was removed from waiver.</font>
20104,[28-Jan-14 10:33:32 PM] - Jordan Nolan of Flames was sent to farm.
20105,<font color="Black">[28-Jan-14 10:33:33 PM] - Successfully loaded Flames lines done with STHS Client - 2.2.3.3</font>
20106,<font color="#0080C0">[28-Jan-14 10:33:35 PM] - Avalanche sent Jeff Schultz to waiver.</font>
20107,[28-Jan-14 10:33:36 PM] - Jeff Schultz of Avalanche was sent to farm.
20108,<font color="Black">[28-Jan-14 10:33:42 PM] - Successfully loaded Avalanche lines done with STHS Client - 2.2.3.3</font>
20109,<font color="Black">[28-Jan-14 10:33:42 PM] - Successfully loaded Predators lines done with STHS Client - 2.2.3.3</font>
20110,[28-Jan-14 10:33:42 PM] - Matt Fraser of Senators was sent to farm.
20111,<font color="Black">[28-Jan-14 10:33:42 PM] - Successfully loaded Senators lines done with STHS Client - 2.2.3.3</font>
20112,<font color="Black">[28-Jan-14 10:33:43 PM] - Ondrej Palat of Flyers was sent to pro.</font>
20113,<font color="Black">[28-Jan-14 10:33:43 PM] - Successfully loaded Flyers lines done with STHS Client - 2.2.3.3</font>
20114,[28-Jan-14 10:35:00 PM] - Rangers roster errors : Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

20115,<font color="Black">[28-Jan-14 10:35:02 PM] - Auto Roster Function has been run for Rangers.</font>
20116,<font color="Black">[28-Jan-14 10:35:12 PM] - Auto Lines Function has been run for Rangers.</font>
20117,[28-Jan-14 10:35:43 PM] - Sabres roster errors : Not enough Defenseman available in Pro Team! 5 Dressed. 6 Required.
Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

20118,<font color="Black">[28-Jan-14 10:35:43 PM] - Auto Roster Partial Function has been run for Sabres.</font>
20119,<font color="Black">[28-Jan-14 10:35:43 PM] - Auto Lines Partial Function has been run for Sabres.</font>
20120,[28-Jan-14 10:35:43 PM] - Blue Jackets are expected to be under the minimum salary cap by $115-000!
20121,[28-Jan-14 10:35:43 PM] - Coyotes lines errors : Backup Goalie is empty.

20122,<font color="Black">[28-Jan-14 10:35:43 PM] - Auto Lines Partial Function has been run for Coyotes.</font>
20123,<font color="Red">[28-Jan-14 10:35:51 PM] - Game 599 - Eric Fehr from Penguins is injured  (Bruised Right Leg) and is out for 2 days.</font>
20124,<font color="Red">[28-Jan-14 10:35:51 PM] - Game 599 - Richard Clune from Devils is injured  (Sports Hernia) and is out for 1 week.</font>
20125,<font color="Red">[28-Jan-14 10:35:52 PM] - Game 601 - Mark Stuart from Wild is injured  (Bruised Right Foot) and is out for 1 month.</font>
20126,<font color="Red">[28-Jan-14 10:35:52 PM] - Game 603 - Andrew MacDonald from Hurricanes is injured  (Broken Right Foot Toe) and is out for 3 weeks.</font>
20127,<font color="Red">[28-Jan-14 10:35:52 PM] - Game 603 - Tomas Kopecky from Hurricanes is injured  (Bruised Left Arm) and is out for 2 weeks.</font>
20128,<font color="Red">[28-Jan-14 10:35:52 PM] - Game 605 - Chuck Kobasew from Kings is injured  (Left Hand) and is out for 1 week.</font>
20129,<font color="Red">[28-Jan-14 10:35:52 PM] - Game 605 - Beau Bennett from Kings is injured  (Sprained Right Knee) and is out for 1 week.</font>
20130,<font color="Red">[28-Jan-14 10:35:52 PM] - Game 606 - Ryan Jones from Blue Jackets is injured  (Head) and is out for 1 week.</font>
20131,[28-Jan-14 10:35:53 PM] - Ducks lines for next game are empty. Current rosters/lines are not erased.
20132,[28-Jan-14 10:35:53 PM] - Crunch lines for next game are empty. Current rosters/lines are not erased.
20133,[28-Jan-14 10:35:53 PM] - Hurricanes lines for next game are empty. Current rosters/lines are not erased.
20134,[28-Jan-14 10:35:53 PM] - Checkers lines for next game are empty. Current rosters/lines are not erased.
20135,[28-Jan-14 10:35:53 PM] - Monsters lines for next game are empty. Current rosters/lines are not erased.
20136,[28-Jan-14 10:35:53 PM] - Stars lines for next game are empty. Current rosters/lines are not erased.
20137,[28-Jan-14 10:35:53 PM] - Rampage lines for next game are empty. Current rosters/lines are not erased.
20138,[28-Jan-14 10:35:53 PM] - Monarchs lines for next game are empty. Current rosters/lines are not erased.
20139,[28-Jan-14 10:35:53 PM] - Canadiens lines for next game are empty. Current rosters/lines are not erased.
20140,[28-Jan-14 10:35:53 PM] - Devils lines for next game are empty. Current rosters/lines are not erased.
20141,[28-Jan-14 10:35:53 PM] - Islanders lines for next game are empty. Current rosters/lines are not erased.
20142,[28-Jan-14 10:35:53 PM] - Coyotes lines for next game are empty. Current rosters/lines are not erased.
20143,[28-Jan-14 10:35:53 PM] - Rivermen lines for next game are empty. Current rosters/lines are not erased.
20144,[28-Jan-14 10:35:53 PM] - Admirals lines for next game are empty. Current rosters/lines are not erased.
20145,<font color="Red">[28-Jan-14 10:35:53 PM] - Eric Fehr from Penguins is back from Bruised Right Leg Injury.</font>
20146,<font color="Red">[28-Jan-14 10:35:53 PM] - Devin Setoguchi from Red Wings is back from Strained Left Elbow Injury.</font>
20147,<font color="Red">[28-Jan-14 10:35:53 PM] - Zach Hamill from Maple Leafs is back from Abdominal Strain Injury.</font>
20148,[28-Jan-14 10:35:55 PM] - Blue Jackets are expected to be under the minimum salary cap by $2-115-000!
20149,[28-Jan-14 10:35:55 PM] - Current fund for Jets is under $0.
20150,[28-Jan-14 10:35:58 PM] - Blue Jackets are expected to be under the minimum salary cap by $2-115-000!
20151,[28-Jan-14 10:36:02 PM] - Current fund for Canucks is under $0.
20152,[28-Jan-14 10:36:27 PM] - Blue Jackets are expected to be under the minimum salary cap by $2-115-000!
20153,[28-Jan-14 10:36:31 PM] - Bracken Kearns from Sharks has scored a Hat Trick!
20154,[28-Jan-14 10:36:32 PM] - Crunch lines for next game are empty. Current rosters/lines are not erased.
20155,[28-Jan-14 10:36:32 PM] - IceCaps lines for next game are empty. Current rosters/lines are not erased.
20156,[28-Jan-14 10:36:32 PM] - Americans lines for next game are empty. Current rosters/lines are not erased.
20157,[28-Jan-14 10:36:32 PM] - IceHogs lines for next game are empty. Current rosters/lines are not erased.
20158,[28-Jan-14 10:36:32 PM] - Monarchs lines for next game are empty. Current rosters/lines are not erased.
20159,[28-Jan-14 10:36:32 PM] - Aeros lines for next game are empty. Current rosters/lines are not erased.
20160,[28-Jan-14 10:36:32 PM] - Bulldogs lines for next game are empty. Current rosters/lines are not erased.
20161,[28-Jan-14 10:36:32 PM] - Devils lines for next game are empty. Current rosters/lines are not erased.
20162,[28-Jan-14 10:36:32 PM] - Sound Tigers lines for next game are empty. Current rosters/lines are not erased.
20163,[28-Jan-14 10:36:32 PM] - Whale lines for next game are empty. Current rosters/lines are not erased.
20164,[28-Jan-14 10:36:32 PM] - Senators lines for next game are empty. Current rosters/lines are not erased.
20165,[28-Jan-14 10:36:32 PM] - Pirates lines for next game are empty. Current rosters/lines are not erased.
20166,[28-Jan-14 10:36:32 PM] - Rivermen lines for next game are empty. Current rosters/lines are not erased.
20167,[28-Jan-14 10:36:32 PM] - Lightning lines for next game are empty. Current rosters/lines are not erased.
20168,[28-Jan-14 10:36:32 PM] - Marlies lines for next game are empty. Current rosters/lines are not erased.
20169,[28-Jan-14 10:36:32 PM] - Canucks lines for next game are empty. Current rosters/lines are not erased.
20170,[28-Jan-14 10:36:32 PM] - Wolves lines for next game are empty. Current rosters/lines are not erased.
20171,[28-Jan-14 10:36:32 PM] - Bears lines for next game are empty. Current rosters/lines are not erased.
20172,<font color="#0080C0">[28-Jan-14 10:36:32 PM] - Jeff Schultz was not claimed from waiver and was sent to farm.</font>
20173,<font color="Red">[28-Jan-14 10:36:32 PM] - John Tavares from Lightning is back from Torn Right MCL Injury.</font>
20174,<font color="Red">[28-Jan-14 10:36:32 PM] - Evgeni Malkin from Maple Leafs is back from Sprained Right Finger Injury.</font>
20175,<font color="Red">[28-Jan-14 10:36:32 PM] - Drew Shore from Blue Jackets is back from Right Foot Injury.</font>
20176,[28-Jan-14 10:36:32 PM] - Blue Jackets are expected to be under the minimum salary cap by $1-015-000!
20177,[28-Jan-14 10:36:32 PM] - Lightning are expected to be over the salary cap by $3-527-500!
20178,[28-Jan-14 10:36:33 PM] - Current fund for Jets is under $0.
20179,[28-Jan-14 10:36:37 PM] - Blue Jackets are expected to be under the minimum salary cap by $1-015-000!
20180,[28-Jan-14 10:36:39 PM] - Lightning are expected to be over the salary cap by $3-527-500!
20181,[28-Jan-14 10:36:40 PM] - Current fund for Canucks is under $0.
20182,[28-Jan-14 10:36:58 PM] - Blue Jackets are expected to be under the minimum salary cap by $1-015-000!
20183,[28-Jan-14 10:36:59 PM] - Lightning are expected to be over the salary cap by $3-527-500!
20184,[28-Jan-14 10:36:59 PM] - Current fund for Jets is under $0.
20185,[28-Jan-14 10:36:59 PM] - Blue Jackets are expected to be under the minimum salary cap by $1-015-000!
20186,[28-Jan-14 10:37:00 PM] - Lightning are expected to be over the salary cap by $3-527-500!
20187,[28-Jan-14 10:37:01 PM] - Current fund for Canucks is under $0.
20188,<font color="Black">[30-Jan-14 9:23:19 AM] - Jason Akeson of Bruins was sent to pro.</font>
20189,<font color="Black">[30-Jan-14 9:23:20 AM] - Successfully loaded Bruins lines done with STHS Client - 2.2.3.3</font>
20190,<font color="Black">[30-Jan-14 9:23:20 AM] - Dana Tyrell of Hurricanes was sent to pro.</font>
20191,<font color="Black">[30-Jan-14 9:23:20 AM] - Successfully loaded Hurricanes lines done with STHS Client - 2.2.3.3</font>
20192,[30-Jan-14 9:23:38 AM] - Blue Jackets are expected to be under the minimum salary cap by $1-015-000!
20193,<font color="Black">[30-Jan-14 9:23:38 AM] - Successfully loaded Blue Jackets lines done with STHS Client - 2.2.3.3</font>
20194,<font color="Black">[30-Jan-14 9:23:39 AM] - Dougie Hamilton of Wild was sent to pro.</font>
20195,<font color="Black">[30-Jan-14 9:23:39 AM] - Successfully loaded Wild lines done with STHS Client - 2.2.3.3</font>
20196,<font color="Black">[30-Jan-14 9:23:39 AM] - Successfully loaded Devils lines done with STHS Client - 2.2.3.3</font>
20197,<font color="Black">[30-Jan-14 9:23:40 AM] - Successfully loaded Islanders lines done with STHS Client - 2.2.3.3</font>
20198,<font color="Black">[30-Jan-14 9:23:40 AM] - Successfully loaded Flyers lines done with STHS Client - 2.2.3.3</font>
20199,[30-Jan-14 9:23:41 AM] - Chris Tanev of Lightning was sent to farm.
20200,<font color="#0080C0">[30-Jan-14 9:23:42 AM] - Lightning sent Manny Malhotra to waiver.</font>
20201,[30-Jan-14 9:23:43 AM] - Manny Malhotra of Lightning was sent to farm.
20202,<font color="Black">[30-Jan-14 9:23:50 AM] - Successfully loaded Lightning lines done with STHS Client - 2.2.3.3</font>
20203,[30-Jan-14 9:25:07 AM] - Sabres roster errors : Not enough Defenseman available in Pro Team! 5 Dressed. 6 Required.
Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

20204,<font color="Black">[30-Jan-14 9:25:08 AM] - Auto Roster Partial Function has been run for Sabres.</font>
20205,[30-Jan-14 9:25:08 AM] - Sabres lines errors : Normal line # 2 Defense #2 is empty.
PK line 2 Defense #2 is empty.
4 vs 4 line 2 Defense #2 is empty.
PK3 line 2 Defense #2 is empty.
Extra Defense #5 is empty.

20206,<font color="Black">[30-Jan-14 9:25:08 AM] - Auto Lines Partial Function has been run for Sabres.</font>
20207,[30-Jan-14 9:25:08 AM] - Blue Jackets are expected to be under the minimum salary cap by $1-015-000!
20208,[30-Jan-14 9:25:08 AM] - Kings roster errors : Not enough Players available in Pro Team! 16 Dressed. 18 Required.
Some errors will be automatically fixed.

20209,<font color="Black">[30-Jan-14 9:25:08 AM] - Matt Kassian of Kings was sent to pro.</font>
20210,<font color="Black">[30-Jan-14 9:25:08 AM] - Chad Rau of Kings was sent to pro.</font>
20211,<font color="Black">[30-Jan-14 9:25:08 AM] - Auto Roster Partial Function has been run for Kings.</font>
20212,<font color="Black">[30-Jan-14 9:25:08 AM] - Auto Lines Partial Function has been run for Kings.</font>
20213,[30-Jan-14 9:25:08 AM] - Capitals roster errors : Not enough Defenseman available in Pro Team! 4 Dressed. 6 Required.
Not enough Players available in Pro Team! 15 Dressed. 18 Required.
Some errors will be automatically fixed.

20214,<font color="Black">[30-Jan-14 9:25:08 AM] - Auto Roster Partial Function has been run for Capitals.</font>
20215,[30-Jan-14 9:25:08 AM] - Capitals lines errors : Normal line # 1 Defense #1 is empty.
Normal line # 2 Defense #2 is empty.
Normal line # 3 C is empty.
Normal line # 3 Defense #3 is empty.
Unknown Player is used twice in Normal line #3
Normal line # 4 Defense #4 is empty.
Unknown Player is used twice in normal lines 1 and 2.
PP line 1 Defense #1 is empty.
PK line 1 Defense #1 is empty.
4 vs 4 line 1 Defense #1 is empty.
PK3 line 1 Defense #1 is empty.
PP line 2 Defense #2 is empty.
PK line 2 Defense #2 is empty.
4 vs 4 line 2 Defense #2 is empty.
PK3 line 2 Defense #2 is empty.
LastMinOff line Defense #3 is empty.
LastMinDef line Defense #3 is empty.
Extra Defense #0 is empty.
Extra Forward #2 is empty.
Extra Defense #2 is empty.
Extra Defense #3 is empty.
Extra Forward #5 is empty.
Extra Defense #5 is empty.
Unknown Player is used twice in Extra Defense Normal
Unknown Player is used twice in Extra Defense PK

20216,<font color="Black">[30-Jan-14 9:25:08 AM] - Auto Lines Partial Function has been run for Capitals.</font>
20217,<font color="Red">[30-Jan-14 9:25:14 AM] - Game 612 - Victor Hedman from Bruins is injured  (Abdominal Strain) and is out for 1 month.</font>
20218,<font color="Red">[30-Jan-14 9:25:15 AM] - Game 613 - Joe Pavelski from Blackhawks is injured  (Left Foot) and is out for 3 weeks.</font>
20219,<font color="Red">[30-Jan-14 9:25:15 AM] - Game 614 - Erik Condra from Hurricanes is injured  (Broken Ribs) and is out for 2 months.</font>
20220,<font color="Red">[30-Jan-14 9:25:15 AM] - Game 615 - Ryan Smyth from Jets is injured  (Strained Groin) and is out for 3 weeks.</font>
20221,<font color="Red">[30-Jan-14 9:25:15 AM] - Game 617 - Sidney Crosby from Sabres is injured  (Left Foot) and is out for 1 week.</font>
20222,<font color="Red">[30-Jan-14 9:25:15 AM] - Game 617 - Dustin Byfuglien from Wild is injured  (Left Knee) and is out for 1 days.</font>
20223,<font color="Red">[30-Jan-14 9:25:15 AM] - Game 619 - Nicklas Grossman from Flyers is injured  (Right Hip) and is out for 5 days.</font>
20224,<font color="Red">[30-Jan-14 9:25:15 AM] - Game 619 - David Booth from Avalanche is injured  (Bruised Right Foot) and is out for 5 days.</font>
20225,[30-Jan-14 9:25:16 AM] - Maxime Macenauer from Wolves has scored a Hat Trick!
20226,[30-Jan-14 9:25:16 AM] - IceCaps lines for next game are empty. Current rosters/lines are not erased.
20227,[30-Jan-14 9:25:16 AM] - Bruins lines for next game are empty. Current rosters/lines are not erased.
20228,[30-Jan-14 9:25:16 AM] - Sabres lines for next game are empty. Current rosters/lines are not erased.
20229,[30-Jan-14 9:25:16 AM] - Americans lines for next game are empty. Current rosters/lines are not erased.
20230,[30-Jan-14 9:25:16 AM] - Hurricanes lines for next game are empty. Current rosters/lines are not erased.
20231,[30-Jan-14 9:25:16 AM] - Monsters lines for next game are empty. Current rosters/lines are not erased.
20232,[30-Jan-14 9:25:16 AM] - Blue Jackets lines for next game are empty. Current rosters/lines are not erased.
20233,[30-Jan-14 9:25:16 AM] - Stars lines for next game are empty. Current rosters/lines are not erased.
20234,[30-Jan-14 9:25:16 AM] - Rampage lines for next game are empty. Current rosters/lines are not erased.
20235,[30-Jan-14 9:25:16 AM] - Aeros lines for next game are empty. Current rosters/lines are not erased.
20236,[30-Jan-14 9:25:16 AM] - Canadiens lines for next game are empty. Current rosters/lines are not erased.
20237,[30-Jan-14 9:25:16 AM] - Islanders lines for next game are empty. Current rosters/lines are not erased.
20238,[30-Jan-14 9:25:16 AM] - Sound Tigers lines for next game are empty. Current rosters/lines are not erased.
20239,[30-Jan-14 9:25:16 AM] - Whale lines for next game are empty. Current rosters/lines are not erased.
20240,[30-Jan-14 9:25:16 AM] - Senators lines for next game are empty. Current rosters/lines are not erased.
20241,[30-Jan-14 9:25:16 AM] - Coyotes lines for next game are empty. Current rosters/lines are not erased.
20242,[30-Jan-14 9:25:16 AM] - Admirals lines for next game are empty. Current rosters/lines are not erased.
20243,[30-Jan-14 9:25:16 AM] - Marlies lines for next game are empty. Current rosters/lines are not erased.
